"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Days Old","Total Citations","Total Citations Per Day","Citations CrossRef Per Day","Citations PubMed Per Day","Citations Scopus Per Day","HTML Page Views Per Day","XML Downloads Per Day","PDF Downloads Per Day","Combined Downloads Per Day","Blog Postgenomic Per Day","Blog Nature Per Day","Blog Bloglines Per Day","Number of Trackbacks Per Day","Social Bookmarking – CiteULike Per Day","Social Bookmarking – Connotea Per Day","Number of Ratings Per Day",,"Number of Note threads Per Day","Number of replies to Notes Per Day","Number of Comment threads Per Day","Number of 'Star Ratings' that also include a text comment Per Day"
07/02/08,2008,"PLoS ONE","RA","Relationship between Quality and Editorial Leadership of Biomedical Research Journals: A Comparative Study of Italian and UK Journals",475,1,0,0,0,0,0.49,0.5,5.86,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Genotyping of Bacillus cereus Strains by Microarray-Based Resequencing",475,1,0,0,0,0,0.35,0.22,2.15,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","Engineering of a Genetically Encodable Fluorescent Voltage Sensor Exploiting Fast Ci-VSP Voltage-Sensing Movements",482,9,0.02,0,0,0.01,0.6,0.48,3.06,0,0,0,0,0,0,0.01,0,,0,0,0,0.02
06/25/08,2008,"PLoS ONE","RA","Gating at the Mouth of the Acetylcholine Receptor Channel: Energetic Consequences of Mutations in the ?M2-Cap",482,7,0.01,0.01,0,0.01,0.32,0.61,1.82,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Microbial Translocation Is Associated with Increased Monocyte Activation and Dementia in AIDS Patients",482,21,0.04,0.02,0.01,0.02,0.74,0.5,3.45,0,0,0,0,0,0,0,0,,0,0,0,0.04
06/25/08,2008,"PLoS ONE","RA","Heterosubtypic Protection against Pathogenic Human and Avian Influenza Viruses via In Vivo Electroporation of Synthetic Consensus DNA Antigens",482,16,0.03,0.01,0,0.02,0.91,0.49,4.39,0,0,0,0,0,0,0,0,,0,0,0,0.03
06/18/08,2008,"PLoS ONE","RA","Suppression of Tumor Growth and Angiogenesis by a Specific Antagonist of the Cell-Surface Expressed Nucleolin",489,9,0.02,0,0,0.01,1.91,0.29,14.61,0,0,0,0,0,0,0.01,0,,0,0,0,0.02
06/25/08,2008,"PLoS ONE","RA","Mapping Health Literacy Research in the European Union: A Bibliometric Analysis",482,4,0.01,0,0,0.01,0.2,0.33,1.99,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","The Target Selective Neural Response ? Similarity, Ambiguity, and Learning Effects",482,4,0.01,0,0,0,0.28,0.13,1.62,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","A Dual Origin of the Xist Gene from a Protein-Coding Gene and a Set of Transposable Elements",482,3,0.01,0,0,0,0.43,0.11,1.95,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Statin Induced Myopathy and Myalgia: Time Trend Analysis and Comparison of Risk Associated with Statin Class from 1991?2006",482,6,0.01,0,0,0.01,0.62,0.4,4.28,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","The Prehistory of Potyviruses: Their Initial Radiation Was during the Dawn of Agriculture",482,12,0.02,0.01,0,0.01,0.53,0.42,2.73,0,0,0,0,0,0,0,0,,0,0,0,0.02
07/02/08,2008,"PLoS ONE","RA","Contextual Specificity in Peptide-Mediated Protein Interactions",475,11,0.02,0.01,0.01,0.01,0.53,0.47,3.06,0,0,0,0.01,0,0,0,0,,0,0,0,0.02
06/25/08,2008,"PLoS ONE","RA","Cortical Layer 1 and Layer 2/3 Astrocytes Exhibit Distinct Calcium Dynamics In Vivo",482,7,0.01,0.01,0,0.01,0.52,0.17,2.73,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Nitric Oxide Mediates Stretch-Induced Ca2+ Release via Activation of Phosphatidylinositol 3-Kinase-Akt Pathway in Smooth Muscle",482,3,0.01,0,0,0,0.26,0.62,2.13,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Simultaneous Assessment of Soil Microbial Community Structure and Function through Analysis of the Meta-Transcriptome",482,18,0.04,0.01,0,0.02,1.64,0.45,6.33,0,0,0,0.01,0,0,0,0,,0,0,0,0.04
06/25/08,2008,"PLoS ONE","RA","Silencing of Keratinocyte Growth Factor Receptor Restores 5-Fluorouracil and Tamoxifen Efficacy on Responsive Cancer Cells",482,1,0,0,0,0,0.29,0.31,1.73,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","Left Hemisphere Specialization for Oro-Facial Movements of Learned Vocal Signals by Captive Chimpanzees",482,2,0,0,0,0,0.21,0.41,2.66,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","An Open Label, Randomised Trial of Artesunate+Amodiaquine, Artesunate+Chlorproguanil-Dapsone and Artemether-Lumefantrine for the Treatment of Uncomplicated Malaria",482,3,0.01,0,0,0,0.38,0.16,2.82,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","A Cytosine Methyltransferase Homologue Is Essential for Sexual Development in Aspergillus nidulans",482,4,0.01,0,0,0,0.21,0.06,1.09,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Marking Embryonic Stem Cells with a 2A Self-Cleaving Peptide: A NKX2-5 Emerald GFP BAC Reporter",475,2,0,0,0,0,1.11,0.51,5.22,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","The M235T Polymorphism in the AGT Gene and CHD Risk: Evidence of a Hardy-Weinberg Equilibrium Violation and Publication Bias in a Meta-Analysis",482,2,0,0,0,0,0.23,0.5,1.72,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","A Fluctuation-Driven Mechanism for Slow Decision Processes in Reverberant Networks",475,2,0,0,0,0,0.2,0.31,1.5,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","An Evaluation of Commercial Fluorescent Bead-Based Luminex Cytokine Assays",475,6,0.01,0,0,0.01,0.96,0.36,5.14,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Phytotoxic Effects of (?)-Catechin In vitro, in Soil, and in the Field",475,8,0.02,0.01,0,0.01,0.24,0.28,1.75,0,0,0,0,0,0,0,0,,0,0,0,0.02
07/02/08,2008,"PLoS ONE","RA","On the Prevalence of M. avium Subspecies paratuberculosis DNA in the Blood of Healthy Individuals and Patients with Inflammatory Bowel Disease",475,6,0.01,0,0.01,0,0.28,0.38,2.26,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Modified Cav1.4 Expression in the Cacna1fnob2 Mouse Due to Alternative Splicing of an ETn Inserted in Exon 2",475,0,0,0,0,0,0.16,0.13,1.16,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Autoimmune Pancreatocholangitis, Non-Autoimmune Pancreatitis and Primary Sclerosing Cholangitis: A Comparative Morphological and Immunological Analysis",475,1,0,0,0,0,0.25,0.48,2.06,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Pathogenesis of Age-Related Osteoporosis: Impaired Mechano-Responsiveness of Bone Is Not the Culprit",475,1,0,0,0,0,0.24,0.53,2.47,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Visualizing Global Properties of Large Complex Networks",475,0,0,0,0,0,0.41,0.51,2.92,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","The Proto-Oncogene LRF Is under Post-Transcriptional Control of MiR-20a: Implications for Senescence",475,2,0,0,0,0,0.77,0.13,2.75,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","The CXCL12? Chemokine Displays Unprecedented Structural and Functional Properties that Make It a Paradigm of Chemoattractant Proteins",475,1,0,0,0,0,0.36,0.45,2.09,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Attitudes Toward Consumption and Conservation of Tigers in China",475,0,0,0,0,0,0.57,0.55,4.52,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","Climate Extremes Promote Fatal Co-Infections during Canine Distemper Epidemics in African Lions",482,1,0,0,0,0,1.01,0.41,7.06,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","Association between LTA, TNF and AGER Polymorphisms and Late Diabetic Complications",482,1,0,0,0,0,0.17,0.72,1.84,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","A Vaccine against Nicotine for Smoking Cessation: A Randomized Controlled Trial",482,8,0.02,0,0,0.01,0.85,0.55,6.31,0,0,0,0,0,0,0,0,,0,0,0,0.02
07/02/08,2008,"PLoS ONE","RA","Novel MicroRNA Candidates and miRNA-mRNA Pairs in Embryonic Stem (ES) Cells",475,2,0,0,0,0,2.33,0.14,6.8,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","A Microsatellite Guided Insight into the Genetic Status of Adi, an Isolated Hunting-Gathering Tribe of Northeast India",475,0,0,0,0,0,0.25,0.35,2.02,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/08,2008,"PLoS ONE","RA","Enhanced Caenorhabditis elegans Locomotion in a Structured Microfluidic Environment",482,2,0,0,0,0,0.47,0.26,3.1,0,0,0,0,0,0,0.01,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Population Substructure and Control Selection in Genome-Wide Association Studies",475,15,0.03,0.01,0,0.02,0.81,0.34,3.39,0,0,0,0,0,0,0,0,,0,0,0,0.03
06/25/08,2008,"PLoS ONE","RA","Inverse Correlation of Population Similarity and Introduction Date for Invasive Ascidians",482,0,0,0,0,0,0.15,0.34,1.48,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Sex-Specific Expression of the X-Linked Histone Demethylase Gene Jarid1c in Brain",475,7,0.01,0,0,0.01,0.36,0.41,2.29,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","A Comparison of Wood Density between Classical Cremonese and Modern Violins",475,3,0.01,0,0,0,5.31,0.8,89,0,0,0,0,0,0,0.01,0,,0.01,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","RelB-Dependent Stromal Cells Promote T-Cell Leukemogenesis",475,2,0,0,0,0,0.19,0.54,1.89,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Polarized Growth in the Absence of F-Actin in Saccharomyces cerevisiae Exiting Quiescence",475,1,0,0,0,0,0.28,0.28,1.52,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Aberrant Expression of Oncogenic and Tumor-Suppressive MicroRNAs in Cervical Cancer Is Required for Cancer Cell Growth",475,19,0.04,0.01,0.01,0.02,1.58,0.38,5.56,0,0,0,0,0,0,0,0,,0,0,0,0.04
07/02/08,2008,"PLoS ONE","RA","Potentiation of Nerve Growth Factor-Induced Neurite Outgrowth by Fluvoxamine: Role of Sigma-1 Receptors, IP3 Receptors and Cellular Signaling Pathways",475,1,0,0,0,0,0.48,0.46,2.49,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Cerebrospinal Fluid B Cells Correlate with Early Brain Inflammation in Multiple Sclerosis",475,5,0.01,0,0,0.01,0.38,0.5,2.54,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","The Complement Anaphylatoxin C5a Induces Apoptosis in Adrenomedullary Cells during Experimental Sepsis",475,7,0.01,0,0,0.01,0.27,0.58,2.03,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Knee Arthroplasty: Disabilities in Comparison to the General Population and to Hip Arthroplasty Using a French National Longitudinal Survey",475,0,0,0,0,0,0.11,0.46,1.48,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Defining Human Embryo Phenotypes by Cohort-Specific Prognostic Factors",475,3,0.01,0,0,0,0.77,0.36,7.21,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Mesenchymal Stem Cells in Early Entry of Breast Cancer into Bone Marrow",482,6,0.01,0.01,0,0,0.93,0.44,4.01,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/25/08,2008,"PLoS ONE","RA","Inequalities in Oral Health for Children with Disabilities: A French National Survey in Special Schools",482,0,0,0,0,0,0.2,0.66,2.2,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","A Randomized Controlled Phase IIb Trial of Antigen-Antibody Immunogenic Complex Therapeutic Vaccine in Chronic Hepatitis B Patients",475,3,0.01,0,0,0,0.3,0.4,6.43,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","An Automated Phylogenetic Tree-Based Small Subunit rRNA Taxonomy and Alignment Pipeline (STAP)",475,1,0,0,0,0,1.13,0.54,7.26,0,0,0,0.02,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","A Common Genomic Framework for a Diverse Assembly of Plasmids in the Symbiotic Nitrogen Fixing Bacteria",475,3,0.01,0,0,0,0.27,0.39,2,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Broccoli Consumption Interacts with GSTM1 to Perturb Oncogenic Signalling Pathways in the Prostate",475,9,0.02,0.01,0,0.01,1.96,0.66,20.72,0,0,0,0,0,0,0,0,,0,0,0,0.02
07/02/08,2008,"PLoS ONE","RA","FUS-DDIT3 Prevents the Development of Adipocytic Precursors in Liposarcoma by Repressing PPAR? and C/EBP? and Activating eIF4E",475,1,0,0,0,0,0.2,0.25,1.29,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Trait-Like Brain Activity during Adolescence Predicts Anxious Temperament in Primates",475,5,0.01,0,0,0.01,0.51,0.48,4.98,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","In-Cell Biochemistry Using NMR Spectroscopy",475,3,0.01,0,0,0.01,0.38,0.25,2.17,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","A Role for Polyploidy in the Tumorigenicity of Pim-1-Expressing Human Prostate and Mammary Epithelial Cells",475,3,0.01,0,0,0,0.32,0.28,1.84,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","An Accurate Definition of the Status of Inactive Hepatitis B Virus Carrier by a Combination of Biomarkers (FibroTest-ActiTest) and Viral Load",475,15,0.03,0.01,0,0.02,0.34,0.34,2.92,0,0,0,0,0,0,0,0,,0,0,0,0.03
07/02/08,2008,"PLoS ONE","RA","Baseline Levels of Influenza-Specific CD4 Memory T-Cells Affect T-Cell Responses to Influenza Vaccines",475,1,0,0,0,0,0.47,0.44,2.34,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Impaired Spatial Learning Strategies and Novel Object Recognition in Mice Haploinsufficient for the Dual Specificity Tyrosine-Regulated Kinase-1A (Dyrk1A)",475,2,0,0,0,0,0.32,0.11,2,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Genomic Counter-Stress Changes Induced by the Relaxation Response",475,4,0.01,0,0,0,2.49,0.61,19.01,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","A Visual Metaphor Describing Neural Dynamics in Schizophrenia",468,0,0,0,0,0,0.59,0.45,5.7,0,0,0,0,0,0,0.01,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","IGF-1, IGFBP-1, and IGFBP-3 Polymorphisms Predict Circulating IGF Levels but Not Breast Cancer Risk: Findings from the Breast and Prostate Cancer Cohort Consortium (BPC3)",475,6,0.01,0,0,0.01,0.41,0.29,2.03,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Children's Perceptions of Rainforest Biodiversity: Which Animals Have the Lion's Share of Environmental Awareness?",475,0,0,0,0,0,0.4,0.29,6.45,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Characterization of a Peptide Domain within the GB Virus C NS5A Phosphoprotein that Inhibits HIV Replication",475,0,0,0,0,0,0.2,0.35,1.4,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Superfast Vocal Muscles Control Song Production in Songbirds",468,1,0,0,0,0,0.52,0.41,4.73,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","RickA Expression Is Not Sufficient to Promote Actin-Based Motility of Rickettsia raoultii",468,2,0,0,0,0,0.16,0.31,1.27,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Nonsense-Mediated mRNA Decay Impacts MSI-Driven Carcinogenesis and Anti-Tumor Immunity in Colorectal Cancers",468,1,0,0,0,0,0.33,0.45,2,0,0,0,0,0,0,0.01,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","The Pleiotropic Effects of Simvastatin on Retinal Microvascular Endothelium Has Important Implications for Ischaemic Retinopathies",468,2,0,0,0,0,0.31,0.43,2.21,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Ubiquitination Is Required for Effective Replication of Coxsackievirus B3",468,3,0.01,0,0,0,0.33,0.28,1.86,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Avoiding Costly Conservation Mistakes: The Importance of Defining Actions and Costs in Spatial Priority Setting",475,7,0.01,0,0,0.01,0.34,0.28,2.13,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Chloroquine Mediated Modulation of Anopheles gambiae Gene Expression",475,0,0,0,0,0,0.28,0.38,1.78,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Intestinal Bacteria Condition Dendritic Cells to Promote IgA Production",475,5,0.01,0,0,0.01,0.62,0.29,2.86,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Transcriptional Responses of Arabidopsis thaliana during Wilt Disease Caused by the Soil-Borne Phytopathogenic Bacterium, Ralstonia solanacearum",475,6,0.01,0,0,0.01,0.41,0.32,2.08,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Preferred Spatial Frequencies for Human Face Processing Are Associated with Optimal Class Discrimination in the Machine",475,1,0,0,0,0,0.2,0.5,2.22,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Simplifying Consent for HIV Testing Is Associated with an Increase in HIV Testing and Case Detection in Highest Risk Groups, San Francisco January 2003?June 2007",475,3,0.01,0,0,0,0.21,0.36,1.76,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Mating with Stressed Males Increases the Fitness of Ant Queens",475,0,0,0,0,0,0.23,0.33,1.81,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Systemic Complement Activation in Age-Related Macular Degeneration",475,12,0.03,0.01,0,0.02,0.84,0.57,5.39,0,0,0,0,0,0,0,0,,0,0,0,0.03
07/09/08,2008,"PLoS ONE","RA","Human AQP5 Plays a Role in the Progression of Chronic Myelogenous Leukemia (CML)",468,0,0,0,0,0,0.31,0.19,1.63,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Prenatal Activation of Microglia Induces Delayed Impairment of Glutamatergic Synaptic Function",468,1,0,0,0,0,0.36,0.47,2.04,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Identification of a Common Gene Expression Response in Different Lung Inflammatory Diseases in Rodents and Macaques",468,3,0.01,0,0,0,0.4,0.39,2.33,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","Can Machines Think? Interaction and Perspective Taking with Robots Investigated via fMRI",468,6,0.01,0,0,0.01,1.43,0.41,14.08,0,0,0,0,0,0,0.01,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","Lifespan Mental Activity Predicts Diminished Rate of Hippocampal Atrophy",468,2,0,0,0,0,0.45,0.46,4.53,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Increased Level of Extracellular ATP at Tumor Sites: In Vivo Imaging with Plasma Membrane Luciferase",468,7,0.01,0,0,0.01,0.54,0.37,2.63,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Binding to the Minor Groove of the Double-Strand, Tau Protein Prevents DNA from Damage by Peroxidation",475,2,0,0,0,0,0.21,0.23,1.34,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Maternal Feeding Controls Fetal Biological Clock",475,5,0.01,0,0,0.01,0.63,0.64,4.01,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","The Efficacy of Generating Three Independent Anti-HIV-1 siRNAs from a Single U6 RNA Pol III-Expressed Long Hairpin RNA",475,3,0.01,0,0,0,0.32,0.55,1.91,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Expulsion of Symbiotic Algae during Feeding by the Green Hydra ? a Mechanism for Regulating Symbiont Density?",475,0,0,0,0,0,0.17,0.4,1.54,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Destabilization of the Dystrophin-Glycoprotein Complex without Functional Deficits in ?-Dystrobrevin Null Muscle",475,2,0,0,0,0,0.26,0.44,1.58,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","CyclinPred: A SVM-Based Method for Predicting Cyclin Protein Sequences",475,0,0,0,0,0,0.2,0.43,1.52,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Effective, Robust Design of Community Mitigation for Pandemic Influenza: A Systematic Examination of Proposed US Guidance",475,3,0.01,0,0,0,0.54,0.36,3,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","A Molecular Study of Microbe Transfer between Distant Environments",468,2,0,0,0,0,0.35,0.3,2.24,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Both Functional LT? Receptor and TNF Receptor 2 Are Required for the Development of Experimental Cerebral Malaria",468,1,0,0,0,0,0.3,0.39,1.8,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Transcriptome Alteration in the Diabetic Heart by Rosiglitazone: Implications for Cardiovascular Mortality",468,0,0,0,0,0,0.33,0.43,2.22,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Hedonic Taste in Drosophila Revealed by Olfactory Receptors Expressed in Taste Neurons",468,1,0,0,0,0,0.51,0.23,2.64,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","Periodontal Tissue Regeneration Using Fibroblast Growth Factor -2: Randomized Controlled Phase II Clinical Trial",475,6,0.01,0.01,0,0,0.4,0.35,7.07,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Caveolin-1 Influences Vascular Protease Activity and Is a Potential Stabilizing Factor in Human Atherosclerotic Disease",475,4,0.01,0,0,0.01,0.28,0.43,1.84,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/02/08,2008,"PLoS ONE","RA","Human-Mediated Emergence as a Weed and Invasive Radiation in the Wild of the CD Genome Allotetraploid Rice Species (Oryza, Poaceae) in the Neotropics",475,0,0,0,0,0,0.14,0.33,1.51,0,0,0,0,0,0,0,0,,0,0,0,0
07/02/08,2008,"PLoS ONE","RA","A Fully Atomistic Model of the Cx32 Connexon",475,4,0.01,0,0,0,0.22,0.53,1.91,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","Pharmacologic Stem Cell Based Intervention as a New Approach to Osteoporosis Treatment in Rodents",468,4,0.01,0.01,0,0,0.8,0.22,4.85,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","Lateral Transfer of a Lectin-Like Antifreeze Protein Gene in Fishes",468,0,0,0,0,0,0.54,0.39,4.09,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Soldier-Specific Modification of the Mandibular Motor Neurons in Termites",468,0,0,0,0,0,0.22,0.31,1.87,0,0,0.01,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population",468,2,0,0,0,0,0.5,0.42,7.58,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Waist Circumference and Body Mass Index as Predictors of Health Care Costs",468,0,0,0,0,0,0.43,0.27,4.53,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Knowledge, Awareness and Practices Regarding Dengue Fever among the Adult Population of Dengue Hit Cosmopolitan",468,1,0,0,0,0,0.33,0.31,3.79,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","EEF2 Analysis Challenges the Monophyly of Archaeplastida and Chromalveolata",468,4,0.01,0,0,0.01,0.35,0.38,2.12,0,0,0,0,0,0,0,0,,0,0,0,0.01
07/09/08,2008,"PLoS ONE","RA","The Tumorigenicity of Mouse Embryonic Stem Cells and In Vitro Differentiated Neuronal Cells Is Controlled by the Recipients' Immune Response",468,9,0.02,0.01,0,0.01,0.36,0.48,2.35,0,0,0,0,0,0,0,0,,0,0,0,0.02
07/09/08,2008,"PLoS ONE","RA","Adaptation of Saccharomyces cerevisiae Cells to High Ethanol Concentration and Changes in Fatty Acid Composition of Membrane and Cell Size",468,1,0,0,0,0,0.4,0.36,2.68,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","A Three-Way Comparison of Tuberculin Skin Testing, QuantiFERON-TB Gold and T-SPOT.TB in Children",468,18,0.04,0.01,0,0.03,0.78,0.43,3.86,0,0,0,0,0,0,0,0,,0,0,0,0.04
07/09/08,2008,"PLoS ONE","RA","Haptic Perception of Object Curvature in Parkinson's Disease",468,0,0,0,0,0,0.16,0.31,1.24,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Automated Identification of Acute Hepatitis B Using Electronic Medical Record Data to Facilitate Public Health Surveillance",468,2,0,0,0,0,0.13,0.41,1.66,0,0,0,0,0,0,0,0,,0,0,0,0
07/09/08,2008,"PLoS ONE","RA","Probing the Dynamics of Identified Neurons with a Data-Driven Modeling Approach",468,1,0,0,0,0,0.21,0.45,1.83,0,0,0,0,0,0,0.01,0,,0,0,0,0
